occ_code,occ_title,major_code,major_group_title,risk_index,automation_prob,ai_exposure_score,emp_trend_risk,wage_stagnation_risk,risk_tier,score_source,education_req,national_employment
29-1051,Pharmacists,29,Healthcare Practitioners and Technical,0.414,0.012,0.7392,0.4276,0.9258,Medium,actual,Doctoral or professional degree,321970
29-1071,Physician Assistants,29,Healthcare Practitioners and Technical,0.3409,0.14,0.8692,0.0641,0.3655,Medium,actual,Master's degree,162150
29-1071,Physician Assistants,29,Healthcare Practitioners and Technical,0.3216,0.14,0.7917,0.0641,0.3655,Medium,actual,Master's degree,162150
29-1081,Podiatrists,29,Healthcare Practitioners and Technical,0.4063,0.0046,0.74,0.4596,0.8501,Medium,actual,Doctoral or professional degree,9680
29-1122,Occupational Therapists,29,Healthcare Practitioners and Technical,0.3464,0.0035,0.7658,0.1365,0.8417,Medium,actual,Master's degree,162450
29-1122,Occupational Therapists,29,Healthcare Practitioners and Technical,0.31,0.0035,0.62,0.1365,0.8417,Medium,actual,Master's degree,162450
29-1123,Physical Therapists,29,Healthcare Practitioners and Technical,0.3688,0.021,0.7525,0.2256,0.8473,Medium,actual,Doctoral or professional degree,267330
29-1124,Radiation Therapists,29,Healthcare Practitioners and Technical,0.4858,0.34,0.755,0.5877,0.2899,Medium,actual,Associate's degree,17070
29-1125,Recreational Therapists,29,Healthcare Practitioners and Technical,0.3452,0.0028,0.5833,0.7981,0.2577,Medium,actual,Bachelor's degree,14930
29-1126,Respiratory Therapists,29,Healthcare Practitioners and Technical,0.3133,0.066,0.7833,0.3649,0.1204,Medium,actual,Associate's degree,139790
29-1127,Speech-Language Pathologists,29,Healthcare Practitioners and Technical,0.3595,0.0064,0.8558,0.1616,0.7381,Medium,actual,Master's degree,183390
29-1128,Exercise Physiologists,29,Healthcare Practitioners and Technical,0.3628,0.0335,0.7167,0.1379,0.951,Medium,imputed,,8560
29-1129,"Therapists, All Other",29,Healthcare Practitioners and Technical,0.1889,0.0335,0.6908,0.0056,0.0112,Low,imputed,,22640
29-1129,"Therapists, All Other",29,Healthcare Practitioners and Technical,0.1772,0.0335,0.6442,0.0056,0.0112,Low,imputed,,22640
29-1131,Veterinarians,29,Healthcare Practitioners and Technical,0.2704,0.038,0.7267,0.2173,0.2003,Low,actual,Doctoral or professional degree,83900
29-1141,Registered Nurses,29,Healthcare Practitioners and Technical,0.2991,0.0335,0.7925,0.2604,0.2367,Low,imputed,,3379720
29-1141,Registered Nurses,29,Healthcare Practitioners and Technical,0.2822,0.0335,0.725,0.2604,0.2367,Low,imputed,,3379720
29-1141,Registered Nurses,29,Healthcare Practitioners and Technical,0.3214,0.0335,0.8817,0.2604,0.2367,Medium,imputed,,3379720
29-1141,Registered Nurses,29,Healthcare Practitioners and Technical,0.2989,0.0335,0.7917,0.2604,0.2367,Low,imputed,,3379720
29-1141,Registered Nurses,29,Healthcare Practitioners and Technical,0.2964,0.0335,0.7817,0.2604,0.2367,Low,imputed,,3379720
29-1151,Nurse Anesthetists,29,Healthcare Practitioners and Technical,0.2864,0.0335,0.8783,0.2061,0.0812,Low,imputed,,51840
29-1161,Nurse Midwives,29,Healthcare Practitioners and Technical,0.3152,0.0335,0.8183,0.1435,0.4566,Medium,imputed,,7920
29-1171,Nurse Practitioners,29,Healthcare Practitioners and Technical,0.3212,0.0335,0.8525,0.0111,0.6162,Medium,imputed,,323040
29-1181,Audiologists,29,Healthcare Practitioners and Technical,0.41,0.0033,0.7833,0.4415,0.8305,Medium,actual,Doctoral or professional degree,13660
29-1211,Anesthesiologists,29,Healthcare Practitioners and Technical,0.3972,0.0335,0.835,0.5,0.5,Medium,imputed,,38760
29-1212,Cardiologists,29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,17290
29-1213,Dermatologists,29,Healthcare Practitioners and Technical,0.3684,0.0335,0.72,0.5,0.5,Medium,imputed,,11370
29-1214,Emergency Medicine Physicians,29,Healthcare Practitioners and Technical,0.4126,0.0335,0.8967,0.5,0.5,Medium,imputed,,32880
29-1215,Family Medicine Physicians,29,Healthcare Practitioners and Technical,0.3817,0.0335,0.7733,0.5,0.5,Medium,imputed,,107510
29-1216,General Internal Medicine Physicians,29,Healthcare Practitioners and Technical,0.4038,0.0335,0.8617,0.5,0.5,Medium,imputed,,67150
29-1217,Neurologists,29,Healthcare Practitioners and Technical,0.4128,0.0335,0.8975,0.5,0.5,Medium,imputed,,10590
29-1218,Obstetricians and Gynecologists,29,Healthcare Practitioners and Technical,0.4007,0.0335,0.8492,0.5,0.5,Medium,imputed,,21260
29-1221,"Pediatricians, General",29,Healthcare Practitioners and Technical,0.3674,0.0335,0.7158,0.5,0.5,Medium,imputed,,39390
29-1222,"Physicians, Pathologists",29,Healthcare Practitioners and Technical,0.4028,0.0335,0.8575,0.5,0.5,Medium,imputed,,11110
29-1223,Psychiatrists,29,Healthcare Practitioners and Technical,0.3767,0.0335,0.7533,0.5,0.5,Medium,imputed,,27980
29-1224,Radiologists,29,Healthcare Practitioners and Technical,0.3957,0.0335,0.8292,0.5,0.5,Medium,imputed,,26770
29-1229,"Physicians, All Other",29,Healthcare Practitioners and Technical,0.3922,0.0335,0.815,0.5,0.5,Medium,imputed,,342720
29-1229,"Physicians, All Other",29,Healthcare Practitioners and Technical,0.4203,0.0335,0.9275,0.5,0.5,Medium,imputed,,342720
29-1229,"Physicians, All Other",29,Healthcare Practitioners and Technical,0.4224,0.0335,0.9358,0.5,0.5,Medium,imputed,,342720
29-1229,"Physicians, All Other",29,Healthcare Practitioners and Technical,0.4003,0.0335,0.8475,0.5,0.5,Medium,imputed,,342720
29-1229,"Physicians, All Other",29,Healthcare Practitioners and Technical,0.3896,0.0335,0.805,0.5,0.5,Medium,imputed,,342720
29-1229,"Physicians, All Other",29,Healthcare Practitioners and Technical,0.3951,0.0335,0.8267,0.5,0.5,Medium,imputed,,342720
29-1241,"Ophthalmologists, Except Pediatric",29,Healthcare Practitioners and Technical,0.4138,0.0335,0.9017,0.5,0.5,Medium,imputed,,8950
29-1242,"Orthopedic Surgeons, Except Pediatric",29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,14100
29-1243,Pediatric Surgeons,29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,1190
29-1249,"Surgeons, All Other",29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,25140
29-1291,Acupuncturists,29,Healthcare Practitioners and Technical,0.3584,0.0335,0.68,0.5,0.5,Medium,imputed,,7830
29-1292,Dental Hygienists,29,Healthcare Practitioners and Technical,0.3561,0.0335,0.6708,0.5,0.5,Medium,imputed,,222740
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",29,Healthcare Practitioners and Technical,0.3934,0.0335,0.82,0.5,0.5,Medium,imputed,,28630
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",29,Healthcare Practitioners and Technical,0.3736,0.0335,0.7408,0.5,0.5,Medium,imputed,,28630
29-2031,Cardiovascular Technologists and Technicians,29,Healthcare Practitioners and Technical,0.3908,0.23,0.7442,0.3064,0.3431,Medium,actual,Associate's degree,62960
29-2032,Diagnostic Medical Sonographers,29,Healthcare Practitioners and Technical,0.3892,0.35,0.69,0.1421,0.3221,Medium,actual,Associate's degree,90160
29-2033,Nuclear Medicine Technologists,29,Healthcare Practitioners and Technical,0.3828,0.13,0.6517,0.6379,0.2689,Medium,actual,Associate's degree,17080
29-2034,Radiologic Technologists and Technicians,29,Healthcare Practitioners and Technical,0.2396,0.0335,0.5558,0.2953,0.1877,Low,imputed,,230490
29-2035,Magnetic Resonance Imaging Technologists,29,Healthcare Practitioners and Technical,0.2989,0.0335,0.75,0.2841,0.2745,Low,imputed,,43390
29-2036,Medical Dosimetrists,29,Healthcare Practitioners and Technical,0.3976,0.0335,0.8367,0.5,0.5,Medium,imputed,,3410
29-2042,Emergency Medical Technicians,29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,180510
29-2043,Paramedics,29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,100610
29-2051,Dietetic Technicians,29,Healthcare Practitioners and Technical,0.3891,0.13,0.7575,0.5738,0.2199,Medium,actual,Associate's degree,31560
29-2052,Pharmacy Technicians,29,Healthcare Practitioners and Technical,0.631,0.92,0.7308,0.2786,0.1639,Medium,actual,High school diploma or equivalent,471680
29-2053,Psychiatric Technicians,29,Healthcare Practitioners and Technical,0.2591,0.043,0.565,0.0042,0.6653,Low,actual,Postsecondary nondegree award,156960
29-2055,Surgical Technologists,29,Healthcare Practitioners and Technical,0.3663,0.34,0.5458,0.383,0.1148,Medium,actual,Postsecondary nondegree award,117460
29-2056,Veterinary Technologists and Technicians,29,Healthcare Practitioners and Technical,0.2424,0.029,0.6842,0.1908,0.1443,Low,actual,Associate's degree,129140
29-2057,Ophthalmic Medical Technicians,29,Healthcare Practitioners and Technical,0.2977,0.0335,0.6475,0.1017,0.6807,Low,imputed,,71010
29-2061,Licensed Practical and Licensed Vocational Nurses,29,Healthcare Practitioners and Technical,0.3402,0.058,0.7383,0.6072,0.0728,Medium,actual,Postsecondary nondegree award,648410
29-2072,Medical Records Specialists,29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,194720
29-2081,"Opticians, Dispensing",29,Healthcare Practitioners and Technical,0.6322,0.71,0.7875,0.4624,0.3922,Medium,actual,High school diploma or equivalent,73530
29-2091,Orthotists and Prosthetists,29,Healthcare Practitioners and Technical,0.4071,0.0035,0.75,0.3872,0.9384,Medium,actual,Master's degree,9390
29-2092,Hearing Aid Specialists,29,Healthcare Practitioners and Technical,0.2974,0.0335,0.6075,0.046,0.8193,Low,imputed,,11270
29-2099,"Health Technologists and Technicians, All Other",29,Healthcare Practitioners and Technical,0.3232,0.0335,0.8058,0.0501,0.6555,Medium,imputed,,182610
29-2099,"Health Technologists and Technicians, All Other",29,Healthcare Practitioners and Technical,0.279,0.0335,0.6292,0.0501,0.6555,Low,imputed,,182610
29-2099,"Health Technologists and Technicians, All Other",29,Healthcare Practitioners and Technical,0.3095,0.0335,0.7508,0.0501,0.6555,Medium,imputed,,182610
29-9021,Health Information Technologists and Medical Registrars,29,Healthcare Practitioners and Technical,0.3134,0.0335,0.5,0.5,0.5,Medium,imputed,,38100
29-9091,Athletic Trainers,29,Healthcare Practitioners and Technical,0.2538,0.0071,0.6575,0.2744,0.2115,Low,actual,Bachelor's degree,30500
29-9092,Genetic Counselors,29,Healthcare Practitioners and Technical,0.2765,0.0335,0.7642,0.0599,0.4006,Low,imputed,,3740
29-9093,Surgical Assistants,29,Healthcare Practitioners and Technical,0.3492,0.0335,0.6433,0.5,0.5,Medium,imputed,,22270
29-9099,"Healthcare Practitioners and Technical Workers, All Other",29,Healthcare Practitioners and Technical,0.3946,0.0335,0.7683,0.3774,0.7577,Medium,imputed,,35010
31-1131,Nursing Assistants,31,Healthcare Support,0.5422,0.54,0.605,0.5,0.5,Medium,imputed,,1448910
31-1132,Orderlies,31,Healthcare Support,0.5045,0.54,0.4542,0.5,0.5,Medium,imputed,,52440
31-1133,Psychiatric Aides,31,Healthcare Support,0.5341,0.54,0.5725,0.5,0.5,Medium,imputed,,35520
31-2011,Occupational Therapy Assistants,31,Healthcare Support,0.3524,0.028,0.68,0.1964,0.8796,Medium,actual,Associate's degree,51290
31-2012,Occupational Therapy Aides,31,Healthcare Support,0.4839,0.27,0.6167,0.9554,0.2045,Medium,actual,High school diploma or equivalent,4310
31-2021,Physical Therapist Assistants,31,Healthcare Support,0.3483,0.018,0.7058,0.2047,0.8249,Medium,actual,Associate's degree,112430
31-2022,Physical Therapist Aides,31,Healthcare Support,0.5572,0.61,0.6008,0.461,0.472,Medium,actual,High school diploma or equivalent,48150
31-9011,Massage Therapists,31,Healthcare Support,0.4827,0.54,0.5258,0.5766,0.1331,Medium,actual,Postsecondary nondegree award,98790
31-9091,Dental Assistants,31,Healthcare Support,0.4961,0.51,0.6292,0.2688,0.5406,Medium,actual,Postsecondary nondegree award,387790
31-9092,Medical Assistants,31,Healthcare Support,0.4081,0.3,0.8475,0.1866,0.2591,Medium,actual,Postsecondary nondegree award,817870
31-9093,Medical Equipment Preparers,31,Healthcare Support,0.5665,0.78,0.7875,0.078,0.2801,Medium,actual,High school diploma or equivalent,77420
31-9094,Medical Transcriptionists,31,Healthcare Support,0.8463,0.89,0.75,0.8259,0.9174,High,actual,Postsecondary nondegree award,41550
31-9095,Pharmacy Aides,31,Healthcare Support,0.5207,0.72,0.5433,0.3802,0.1387,Medium,actual,High school diploma or equivalent,39530
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,31,Healthcare Support,0.546,0.86,0.6975,0.0613,0.1022,Medium,actual,High school diploma or equivalent,126580
31-9097,Phlebotomists,31,Healthcare Support,0.5206,0.54,0.7358,0.2577,0.4608,Medium,imputed,,143540
31-9099,"Healthcare Support Workers, All Other",31,Healthcare Support,0.4648,0.54,0.6258,0.1769,0.3796,Medium,imputed,,109740
31-9099,"Healthcare Support Workers, All Other",31,Healthcare Support,0.485,0.54,0.7067,0.1769,0.3796,Medium,imputed,,109740
33-1011,First-Line Supervisors of Correctional Officers,33,Protective Service,0.3407,0.025,0.7783,0.1825,0.6639,Medium,actual,High school diploma or equivalent,53380
33-1012,First-Line Supervisors of Police and Detectives,33,Protective Service,0.3328,0.0044,0.7675,0.1086,0.7829,Medium,actual,High school diploma or equivalent,154610
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,33,Protective Service,0.3065,0.0036,0.7225,0.0404,0.7759,Medium,actual,Postsecondary nondegree award,99140
33-1091,First-Line Supervisors of Security Workers,33,Protective Service,0.4712,0.34,0.6408,0.5,0.5,Medium,imputed,,81480
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",33,Protective Service,0.4754,0.34,0.5,0.9986,0.098,Medium,imputed,,20690
33-2011,Firefighters,33,Protective Service,0.4341,0.17,0.68,0.3691,0.8151,Medium,actual,Postsecondary nondegree award,345990
33-2021,Fire Inspectors and Investigators,33,Protective Service,0.5492,0.48,0.7467,0.3287,0.6989,Medium,actual,Postsecondary nondegree award,13800
33-2022,Forest Fire Inspectors and Prevention Specialists,33,Protective Service,0.2381,0.048,0.6375,0.1212,0.2353,Low,actual,High school diploma or equivalent,2780
33-3011,Bailiffs,33,Protective Service,0.5261,0.36,0.6333,0.6253,0.6583,Medium,actual,High school diploma or equivalent,17310
33-3012,Correctional Officers and Jailers,33,Protective Service,0.5916,0.6,0.6608,0.6212,0.4146,Medium,actual,High school diploma or equivalent,380500
33-3021,Detectives and Criminal Investigators,33,Protective Service,0.5294,0.34,0.7908,0.3175,0.881,Medium,actual,High school diploma or equivalent,114430
33-3021,Detectives and Criminal Investigators,33,Protective Service,0.5244,0.34,0.7708,0.3175,0.881,Medium,actual,High school diploma or equivalent,114430
33-3021,Detectives and Criminal Investigators,33,Protective Service,0.5392,0.34,0.83,0.3175,0.881,Medium,actual,High school diploma or equivalent,114430
33-3031,Fish and Game Wardens,33,Protective Service,0.3976,0.08,0.6975,0.5571,0.5322,Medium,actual,Bachelor's degree,5770
33-3041,Parking Enforcement Workers,33,Protective Service,0.694,0.84,0.7483,0.2939,0.7479,Medium,actual,High school diploma or equivalent,9050
33-3051,Police and Sheriff's Patrol Officers,33,Protective Service,0.437,0.098,0.7592,0.4708,0.7591,Medium,actual,High school diploma or equivalent,670520
33-3051,Police and Sheriff's Patrol Officers,33,Protective Service,0.453,0.098,0.8233,0.4708,0.7591,Medium,actual,High school diploma or equivalent,670520
33-3052,Transit and Railroad Police,33,Protective Service,0.63,0.57,0.7983,0.5097,0.6695,Medium,actual,High school diploma or equivalent,4390
33-9011,Animal Control Workers,33,Protective Service,0.4643,0.21,0.7908,0.4916,0.5616,Medium,actual,High school diploma or equivalent,12070
33-9021,Private Detectives and Investigators,33,Protective Service,0.5207,0.31,0.7983,0.2493,0.9818,Medium,actual,High school diploma or equivalent,35580
33-9031,Gambling Surveillance Officers and Gambling Investigators,33,Protective Service,0.7857,0.95,0.81,0.5989,0.556,High,actual,High school diploma or equivalent,9520
33-9032,Security Guards,33,Protective Service,0.6275,0.84,0.795,0.2423,0.2955,Medium,actual,High school diploma or equivalent,1283470
33-9091,Crossing Guards and Flaggers,33,Protective Service,0.3689,0.49,0.4008,0.2145,0.1989,Medium,actual,No formal educational credential,94360
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33,Protective Service,0.4817,0.67,0.5192,0.3482,0.0952,Medium,actual,No formal educational credential,157550
33-9093,Transportation Security Screeners,33,Protective Service,0.3183,0.34,0.4717,0.3092,0.0168,Medium,imputed,,50290
33-9094,School Bus Monitors,33,Protective Service,0.436,0.34,0.5,0.5,0.5,Medium,imputed,,78420
33-9099,"Protective Service Workers, All Other",33,Protective Service,0.5515,0.34,0.8258,0.9443,0.1345,Medium,imputed,,81500
35-1011,Chefs and Head Cooks,35,Food Preparation and Serving Related,0.2464,0.1,0.5208,0.0279,0.4706,Low,actual,High school diploma or equivalent,200040
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,35,Food Preparation and Serving Related,0.4878,0.63,0.5417,0.1393,0.4832,Medium,actual,High school diploma or equivalent,1223240
35-2011,"Cooks, Fast Food",35,Food Preparation and Serving Related,0.448,0.81,0.3692,0.1114,0.063,Medium,actual,No formal educational credential,641070
35-2012,"Cooks, Institution and Cafeteria",35,Food Preparation and Serving Related,0.5618,0.83,0.5633,0.3273,0.1569,Medium,actual,No formal educational credential,441050
35-2013,"Cooks, Private Household",35,Food Preparation and Serving Related,0.2862,0.3,0.4408,0.0014,0.3711,Low,actual,Postsecondary nondegree award,1100
35-2014,"Cooks, Restaurant",35,Food Preparation and Serving Related,0.5364,0.96,0.2225,0.4039,0.1064,Medium,actual,No formal educational credential,1409890
35-2015,"Cooks, Short Order",35,Food Preparation and Serving Related,0.6189,0.94,0.3983,0.6727,0.0588,Medium,actual,No formal educational credential,138650
35-2019,"Cooks, All Other",35,Food Preparation and Serving Related,0.6107,0.845,0.5,0.4234,0.4202,Medium,imputed,,19350
35-2021,Food Preparation Workers,35,Food Preparation and Serving Related,0.5173,0.87,0.3617,0.3357,0.0784,Medium,actual,No formal educational credential,893600
35-3011,Bartenders,35,Food Preparation and Serving Related,0.4727,0.77,0.4867,0.2006,0.0196,Medium,actual,No formal educational credential,756390
35-3023,Fast Food and Counter Workers,35,Food Preparation and Serving Related,0.5936,0.845,0.3225,0.5,0.5,Medium,imputed,,3854050
35-3023,Fast Food and Counter Workers,35,Food Preparation and Serving Related,0.6132,0.845,0.4008,0.5,0.5,Medium,imputed,,3854050
35-3031,Waiters and Waitresses,35,Food Preparation and Serving Related,0.5786,0.94,0.2475,0.6922,0.0154,Medium,actual,No formal educational credential,2270910
35-3041,"Food Servers, Nonrestaurant",35,Food Preparation and Serving Related,0.5428,0.86,0.5092,0.3217,0.0476,Medium,actual,No formal educational credential,293900
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,35,Food Preparation and Serving Related,0.5139,0.91,0.3942,0.2075,0.0658,Medium,actual,No formal educational credential,542750
35-9021,Dishwashers,35,Food Preparation and Serving Related,0.4982,0.77,0.2908,0.5655,0.0294,Medium,actual,No formal educational credential,477450
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35,Food Preparation and Serving Related,0.5927,0.97,0.41,0.4331,0.1036,Medium,actual,No formal educational credential,432690
35-9099,"Food Preparation and Serving Related Workers, All Other",35,Food Preparation and Serving Related,0.4777,0.845,0.5,0.039,0.0462,Medium,imputed,,84630
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,37,Building and Grounds Cleaning and Maintenance,0.675,0.94,0.61,0.2368,0.6611,Medium,actual,High school diploma or equivalent,178760
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37,Building and Grounds Cleaning and Maintenance,0.5367,0.57,0.6342,0.1267,0.8319,Medium,actual,High school diploma or equivalent,130760
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Building and Grounds Cleaning and Maintenance,0.5164,0.66,0.5042,0.4471,0.2465,Medium,actual,No formal educational credential,2209760
37-2012,Maids and Housekeeping Cleaners,37,Building and Grounds Cleaning and Maintenance,0.4942,0.69,0.37,0.5947,0.0448,Medium,actual,No formal educational credential,860670
37-2019,"Building Cleaning Workers, All Other",37,Building and Grounds Cleaning and Maintenance,0.4599,0.73,0.5,0.1504,0.0854,Medium,imputed,,17210
37-2021,Pest Control Workers,37,Building and Grounds Cleaning and Maintenance,0.5361,0.66,0.5683,0.1072,0.7241,Medium,actual,High school diploma or equivalent,102620
37-3011,Landscaping and Groundskeeping Workers,37,Building and Grounds Cleaning and Maintenance,0.5661,0.95,0.3025,0.4192,0.1779,Medium,actual,No formal educational credential,952640
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37,Building and Grounds Cleaning and Maintenance,0.7019,0.97,0.5917,0.3238,0.6751,High,actual,High school diploma or equivalent,27050
37-3013,Tree Trimmers and Pruners,37,Building and Grounds Cleaning and Maintenance,0.4496,0.77,0.3825,0.1226,0.1429,Medium,actual,High school diploma or equivalent,55160
37-3019,"Grounds Maintenance Workers, All Other",37,Building and Grounds Cleaning and Maintenance,0.5577,0.73,0.5,0.571,0.1765,Medium,imputed,,13630
39-1013,First-Line Supervisors of Gambling Services Workers,39,Personal Care and Service,0.516,0.54,0.5,0.5,0.5,Medium,imputed,,26010
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39,Personal Care and Service,0.516,0.54,0.5,0.5,0.5,Medium,imputed,,103190
39-1022,First-Line Supervisors of Personal Service Workers,39,Personal Care and Service,0.5543,0.54,0.6533,0.5,0.5,Medium,imputed,,114110
39-2011,Animal Trainers,39,Personal Care and Service,0.2299,0.1,0.4842,0.1448,0.2661,Low,actual,High school diploma or equivalent,18770
39-2021,Animal Caretakers,39,Personal Care and Service,0.491,0.82,0.5375,0.1031,0.0532,Medium,actual,High school diploma or equivalent,266910
39-3011,Gambling Dealers,39,Personal Care and Service,0.5796,0.96,0.2675,0.6407,0.0042,Medium,actual,High school diploma or equivalent,83910
39-3012,Gambling and Sports Book Writers and Runners,39,Personal Care and Service,0.6708,0.91,0.4075,0.7883,0.3151,Medium,actual,High school diploma or equivalent,8950
39-3019,"Gambling Service Workers, All Other",39,Personal Care and Service,0.3974,0.54,0.5,0.0585,0.2983,Medium,imputed,,14140
39-3021,Motion Picture Projectionists,39,Personal Care and Service,0.67,0.97,0.3308,0.9944,0.0028,Medium,actual,No formal educational credential,1480
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",39,Personal Care and Service,0.6137,0.96,0.3425,0.6351,0.1134,Medium,actual,No formal educational credential,121770
39-3091,Amusement and Recreation Attendants,39,Personal Care and Service,0.4576,0.72,0.4658,0.1671,0.1317,Medium,actual,No formal educational credential,397830
39-3092,Costume Attendants,39,Personal Care and Service,0.4815,0.61,0.4767,0.4805,0.1485,Medium,actual,High school diploma or equivalent,6510
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",39,Personal Care and Service,0.3634,0.43,0.1842,0.6838,0.0574,Medium,actual,High school diploma or equivalent,15560
39-3099,"Entertainment Attendants and Related Workers, All Other",39,Personal Care and Service,0.496,0.54,0.5,0.1281,0.8627,Medium,imputed,,7060
39-4011,Embalmers,39,Personal Care and Service,0.5902,0.54,0.6933,0.5557,0.598,Medium,actual,Postsecondary nondegree award,3890
39-4012,Crematory Operators,39,Personal Care and Service,0.516,0.54,0.5,0.5,0.5,Medium,imputed,,2970
39-4021,Funeral Attendants,39,Personal Care and Service,0.4456,0.37,0.4258,0.6908,0.3529,Medium,actual,High school diploma or equivalent,31090
39-4031,"Morticians, Undertakers, and Funeral Arrangers",39,Personal Care and Service,0.6358,0.54,0.6633,0.5251,0.993,Medium,imputed,,25100
39-5011,Barbers,39,Personal Care and Service,0.5838,0.8,0.325,0.8454,0.0896,Medium,actual,Postsecondary nondegree award,15000
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39,Personal Care and Service,0.3275,0.11,0.4908,0.7758,0.0378,Medium,actual,Postsecondary nondegree award,305710
39-5091,"Makeup Artists, Theatrical and Performance",39,Personal Care and Service,0.3073,0.01,0.4883,0.844,0.0826,Medium,actual,Postsecondary nondegree award,2340
39-5092,Manicurists and Pedicurists,39,Personal Care and Service,0.4485,0.95,0.1933,0.0808,0.0266,Medium,actual,Postsecondary nondegree award,152770
39-5093,Shampooers,39,Personal Care and Service,0.6048,0.79,0.3742,0.9387,0.0504,Medium,actual,No formal educational credential,8070
39-5094,Skincare Specialists,39,Personal Care and Service,0.2592,0.29,0.4867,0.0543,0.0714,Low,actual,Postsecondary nondegree award,72890
39-6011,Baggage Porters and Bellhops,39,Personal Care and Service,0.6611,0.83,0.5583,0.8969,0.0672,Medium,actual,High school diploma or equivalent,28510
39-6012,Concierges,39,Personal Care and Service,0.3303,0.21,0.5783,0.1128,0.528,Medium,actual,High school diploma or equivalent,49240
39-9011,Childcare Workers,39,Personal Care and Service,0.2824,0.084,0.4583,0.6156,0.0742,Low,actual,High school diploma or equivalent,518910
39-9011,Childcare Workers,39,Personal Care and Service,0.2662,0.084,0.3933,0.6156,0.0742,Low,actual,High school diploma or equivalent,518910
39-9031,Exercise Trainers and Group Fitness Instructors,39,Personal Care and Service,0.354,0.085,0.4283,0.4123,0.8697,Medium,actual,High school diploma or equivalent,322930
39-9032,Recreation Workers,39,Personal Care and Service,0.3251,0.0061,0.71,0.5808,0.1933,Medium,actual,High school diploma or equivalent,331490
39-9041,Residential Advisors,39,Personal Care and Service,0.3547,0.064,0.6467,0.812,0.0336,Medium,actual,High school diploma or equivalent,84760
39-9099,"Personal Care and Service Workers, All Other",39,Personal Care and Service,0.4433,0.54,0.5,0.4485,0.084,Medium,imputed,,60420
41-1011,First-Line Supervisors of Retail Sales Workers,41,Sales and Related,0.4773,0.28,0.5008,0.5641,0.8487,Medium,actual,High school diploma or equivalent,1121800
41-1012,First-Line Supervisors of Non-Retail Sales Workers,41,Sales and Related,0.4726,0.075,0.6767,0.7117,0.8739,Medium,actual,High school diploma or equivalent,214390
41-2011,Cashiers,41,Sales and Related,0.6277,0.97,0.335,0.7284,0.0686,Medium,actual,No formal educational credential,3089410
41-2012,Gambling Change Persons and Booth Cashiers,41,Sales and Related,0.5938,0.83,0.5933,0.5223,0.0602,Medium,actual,High school diploma or equivalent,21530
41-2021,Counter and Rental Clerks,41,Sales and Related,0.6818,0.97,0.6917,0.578,0.035,Medium,actual,No formal educational credential,400810
41-2022,Parts Salespersons,41,Sales and Related,0.7006,0.98,0.6567,0.3955,0.4356,High,actual,No formal educational credential,270070
41-2031,Retail Salespersons,41,Sales and Related,0.6711,0.92,0.465,0.695,0.3193,Medium,actual,No formal educational credential,3897860
41-3011,Advertising Sales Agents,41,Sales and Related,0.6092,0.54,0.5642,0.89,0.4944,Medium,actual,High school diploma or equivalent,91700
41-3021,Insurance Sales Agents,41,Sales and Related,0.6658,0.92,0.5633,0.1852,0.7997,Medium,actual,High school diploma or equivalent,479100
41-3031,"Securities, Commodities, and Financial Services Sales Agents",41,Sales and Related,0.3734,0.016,0.7175,0.2187,0.9594,Medium,actual,Bachelor's degree,489570
41-3041,Travel Agents,41,Sales and Related,0.4383,0.099,0.6792,0.7967,0.4636,Medium,actual,High school diploma or equivalent,55110
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41,Sales and Related,0.642,0.855,0.5,0.5,0.5,Medium,imputed,,1256010
